invoice_no,quantity,unit_price,discount_percentage,discount_amount,taxable_value,gst_rate,cgst,sgst,igst,cess_rate,cess_amount,total_tax,total_amount,calculated_gross_value,discount_difference,taxable_value_difference,gst_difference,total_tax_difference,total_amount_difference,cgst_sgst_split_difference,igst_difference,duplicate_transaction_frequency,duplicate_transaction_flag,supplier_frequency,buyer_frequency,supplier_buyer_frequency,supplier_daily_frequency,buyer_daily_frequency,daily_transaction_frequency,future_date_flag,days_beyond_allowed_end,invoice_month
INV010919,67,2050.49,0,0.0,137382.83,18,12364.45,12364.45,0.0,0.0,0.0,24728.9,162111.73,137382.83,0.0,0.0,0.009399999999004649,0.0,2.9103830456733704e-11,0.009399999999004649,0.0,1,0,50,23,1,1,1,43,0,0,11
INV010920,84,741.59,0,0.0,62293.56,28,0.0,0.0,17442.2,0.0,0.0,17442.2,79735.76,62293.560000000005,0.0,7.275957614183426e-12,0.003200000002834713,0.0,0.0,0.0,0.003200000002834713,1,0,46,20,1,1,1,41,0,0,6
INV010921,71,3486.31,5,12376.4,235151.61,5,5878.79,5878.79,0.0,0.0,0.0,11757.58,246909.19,247528.01,0.0005000000001018634,2.9103830456733704e-11,0.000499999998282874,0.0,2.9103830456733704e-11,0.000499999998282874,0.0,1,0,34,25,1,1,1,50,0,0,6
INV010922,52,4928.98,15,38446.04,217860.92,28,0.0,0.0,61001.06,0.0,0.0,61001.06,278861.98,256306.95999999996,0.00399999999353895,5.820766091346741e-11,0.0023999999903026037,0.0,0.0,0.0,0.0023999999903026037,1,0,25,26,1,1,1,61,0,0,5
INV010923,20,726.92,0,0.0,14538.4,18,1308.46,1308.46,0.0,0.0,0.0,2616.92,17155.32,14538.4,0.0,0.0,0.008000000000265572,0.0,0.0,0.008000000000265572,0.0,1,0,38,20,1,1,1,48,0,0,1
INV010924,75,23073.22,0,0.0,1730491.5,28,0.0,0.0,484537.62,0.0,0.0,484537.62,2215029.12,1730491.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,48,23,1,1,1,63,0,0,11
INV010925,30,1551.49,0,0.0,46544.7,12,2792.68,2792.68,0.0,0.0,0.0,5585.36,52130.06,46544.7,0.0,0.0,0.003999999998995918,0.0,0.0,0.003999999998995918,0.0,1,0,33,24,1,1,1,67,0,0,7
INV010926,42,8233.15,15,51868.82,293923.31,5,7348.08,7348.08,0.0,0.0,0.0,14696.16,308619.47,345792.3,0.02500000000145519,0.16999999998370185,0.0055000000011204975,0.0,0.0,0.0055000000011204975,0.0,1,0,44,22,1,1,1,51,0,0,4
INV010927,37,73395.44,15,407344.69,2308286.59,12,138497.2,138497.2,0.0,5.0,115414.33,392408.73,2700695.32,2715631.2800000003,0.0020000000367872417,4.656612873077393e-10,0.009200000029522926,5.820766091346741e-11,0.0,0.009200000029522926,0.0,1,0,35,21,1,1,1,47,0,0,7
INV010928,47,1139.28,0,0.0,53546.16,18,4819.15,4819.15,0.0,0.0,0.0,9638.3,63184.46,53546.159999999996,0.0,7.275957614183426e-12,0.008800000001428998,0.0,7.275957614183426e-12,0.008800000001428998,0.0,1,0,34,25,1,1,1,61,0,0,6
INV010929,32,996.5,15,4783.2,27104.8,28,3794.67,3794.67,0.0,0.0,0.0,7589.34,34694.14,31888.0,0.0,0.0,0.0039999999999054126,0.0,0.0,0.0039999999999054126,0.0,1,0,33,20,1,1,1,50,0,0,12
INV010930,35,1681.03,5,2941.8,55894.25,5,0.0,0.0,2794.71,0.0,0.0,2794.71,58688.96,58836.049999999996,0.0024999999995998223,7.275957614183426e-12,0.0025000000000545697,0.0,0.0,0.0,0.0025000000000545697,1,0,35,23,1,2,1,69,0,0,9
INV010931,83,872.78,15,10866.11,61574.63,18,5541.72,5541.72,0.0,0.0,0.0,11083.44,72658.07,72440.73999999999,0.0009999999983847374,7.275957614183426e-12,0.006600000002435991,0.0,1.4551915228366852e-11,0.006600000002435991,0.0,1,0,33,18,1,1,1,60,0,0,4
INV010932,80,88471.46,0,0.0,7077716.8,12,424663.01,424663.01,0.0,0.0,0.0,849326.02,7927042.82,7077716.800000001,0.0,9.313225746154785e-10,0.004000000073574483,0.0,0.0,0.004000000073574483,0.0,1,0,45,9,1,1,1,51,0,0,11
INV010933,67,91448.21,15,919054.51,5207975.56,18,468717.8,468717.8,0.0,0.0,0.0,937435.6,6145411.16,6127030.07,0.0005000000819563866,9.313225746154785e-10,0.000800000037997961,0.0,9.313225746154785e-10,0.000800000037997961,0.0,1,0,38,28,1,1,1,60,0,0,3
INV010934,66,2929.59,15,29002.94,164350.0,28,23009.0,23009.0,0.0,0.0,0.0,46018.0,210368.0,193352.94,0.0010000000038417056,0.0,0.0,0.0,0.0,0.0,0.0,1,0,41,26,1,1,2,59,0,0,1
INV010935,79,1890.85,5,7468.86,141908.29,28,19867.16,19867.16,0.0,0.0,0.0,39734.32,181642.61,149377.15,0.0024999999995998223,0.0,0.0011999999987892807,0.0,2.9103830456733704e-11,0.0011999999987892807,0.0,1,0,43,14,1,1,1,56,0,0,3
INV010936,94,45130.43,10,424226.04,3818034.38,18,343623.09,343623.09,0.0,0.0,0.0,687246.18,4505280.56,4242260.42,0.0020000000367872417,0.0,0.008399999933317304,0.0,0.0,0.008399999933317304,0.0,1,0,45,12,1,2,1,53,0,0,5
INV010937,30,48514.12,10,145542.36,1309881.24,5,32747.03,32747.03,0.0,5.0,65494.06,130988.12,1440869.36,1455423.6,0.0,2.3283064365386963e-10,0.0020000000076834112,0.0,2.3283064365386963e-10,0.0020000000076834112,0.0,1,0,136,17,1,91,1,155,0,0,8
INV010938,28,32.37,10,90.64,815.72,5,20.39,20.39,0.0,0.0,0.0,40.78,856.5,906.3599999999999,0.004000000000019099,1.1368683772161603e-13,0.006000000000000227,0.0,0.0,0.006000000000000227,0.0,1,0,35,13,1,1,1,53,0,0,2
INV010939,62,83040.66,15,772278.14,4376242.78,5,109406.07,109406.07,0.0,0.0,0.0,218812.14,4595054.92,5148520.92,0.0020000000949949026,0.0,0.0009999999892897904,0.0,0.0,0.0009999999892897904,0.0,1,0,44,16,1,1,1,48,0,0,11
INV010940,83,1345.67,15,16753.59,94937.02,5,2373.43,2373.43,0.0,0.0,0.0,4746.86,99683.88,111690.61,0.0014999999984866008,0.0,0.008999999999105057,0.0,0.0,0.008999999999105057,0.0,1,0,39,23,1,2,1,62,0,0,1
INV010941,67,1689.75,15,16981.99,96231.26,28,13472.38,13472.38,0.0,0.0,0.0,26944.76,123176.02,113213.25,0.0025000000023283064,0.0,0.0072000000000116415,0.0,1.4551915228366852e-11,0.0072000000000116415,0.0,1,0,47,19,1,1,1,58,0,0,2
INV010942,94,4112.62,0,0.0,386586.28,12,23195.18,23195.18,0.0,0.0,0.0,46390.36,432976.64,386586.27999999997,0.0,5.820766091346741e-11,0.0063999999983934686,0.0,0.0,0.0063999999983934686,0.0,1,0,36,18,1,1,1,49,0,0,7
INV010943,18,2460.03,5,2214.03,42066.51,28,5889.31,5889.31,0.0,0.0,0.0,11778.62,53845.13,44280.54,0.003000000000156433,0.0,0.002800000000206637,0.0,7.275957614183426e-12,0.002800000000206637,0.0,1,0,34,23,1,1,1,49,0,0,5
INV010944,73,1863.65,0,0.0,136046.45,5,0.0,0.0,6802.32,0.0,0.0,6802.32,142848.77,136046.45,0.0,0.0,0.002500000000509317,0.0,2.9103830456733704e-11,0.0,0.002500000000509317,1,0,31,22,1,1,1,70,0,0,11
INV010945,68,23168.26,15,236316.25,1339125.43,18,120521.29,120521.29,0.0,0.0,0.0,241042.58,1580168.01,1575441.68,0.001999999978579581,0.0,0.0026000000070780516,0.0,0.0,0.0026000000070780516,0.0,1,0,33,21,1,1,1,49,0,0,6
INV010946,6,2725.13,0,0.0,16350.78,28,0.0,0.0,4578.22,0.0,0.0,4578.22,20929.0,16350.78,0.0,0.0,0.0015999999995983671,0.0,0.0,0.0,0.0015999999995983671,1,0,39,20,1,1,1,53,0,0,12
INV010947,5,3357.42,0,0.0,16787.1,5,419.68,419.68,0.0,0.0,0.0,839.36,17626.46,16787.1,0.0,0.0,0.0049999999999954525,0.0,0.0,0.0049999999999954525,0.0,1,0,41,22,1,1,1,58,0,0,12
INV010948,81,712.16,80,46147.97,11536.99,12,692.22,692.22,0.0,0.0,0.0,1384.44,12921.43,57684.96,0.0020000000004074536,1.8189894035458565e-12,0.001199999999926149,0.0,0.0,0.001199999999926149,0.0,1,0,38,26,1,1,1,70,0,0,1
INV010949,25,1645.27,0,0.0,41131.75,18,3701.86,3701.86,0.0,0.0,0.0,7403.72,48535.47,41131.75,0.0,0.0,0.005000000000109139,0.0,0.0,0.005000000000109139,0.0,1,0,50,32,1,1,1,70,0,0,12
INV010950,63,6477.5,0,0.0,408082.5,18,36727.43,36727.43,0.0,0.0,0.0,73454.86,481537.36,408082.5,0.0,0.0,0.00999999999476131,0.0,0.0,0.00999999999476131,0.0,1,0,40,22,1,1,1,65,0,0,5
INV010951,20,14040.9,0,0.0,280818.0,12,16849.08,16849.08,0.0,0.0,0.0,33698.16,314516.16,280818.0,0.0,0.0,0.0,0.0,5.820766091346741e-11,0.0,0.0,1,0,46,20,2,1,1,61,0,0,5
INV010952,89,35562.65,10,316507.59,2848568.26,12,0.0,0.0,341828.19,5.0,142428.41,484256.6,3332824.86,3165075.85,0.005000000004656613,4.656612873077393e-10,0.0011999999987892807,0.0,0.0,0.0,0.0011999999987892807,1,0,42,21,1,1,1,55,0,0,7
INV010953,51,4360.51,0,0.0,222386.01,28,31134.04,31134.04,0.0,0.0,0.0,62268.08,284654.09,222386.01,0.0,0.0,0.0028000000020256266,0.0,0.0,0.0028000000020256266,0.0,1,0,51,18,1,1,1,65,0,0,1
INV010954,69,1932.16,0,0.0,133319.04,18,11998.71,11998.71,0.0,0.0,0.0,23997.42,157316.46,133319.04,0.0,0.0,0.00720000000364962,0.0,2.9103830456733704e-11,0.00720000000364962,0.0,1,0,47,19,1,3,1,56,0,0,11
INV010955,10,604.55,0,0.0,6045.5,28,0.0,0.0,1692.74,0.0,0.0,1692.74,7738.24,6045.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,44,24,1,1,1,59,0,0,6
INV010956,58,625.72,5,1814.59,34477.17,28,4826.8,4826.8,0.0,0.0,0.0,9653.6,44130.77,36291.76,0.0019999999997253326,7.275957614183426e-12,0.007599999999001739,0.0,0.0,0.007599999999001739,0.0,1,0,37,21,1,1,1,48,0,0,1
INV010957,9,3397.28,0,0.0,30575.52,18,0.0,0.0,5503.59,0.0,0.0,5503.59,36079.11,30575.52,0.0,0.0,0.0036000000000058208,0.0,0.0,0.0,0.0036000000000058208,1,0,44,18,1,1,1,59,0,0,4
INV010958,82,1618.68,15,19909.76,112822.0,5,2820.55,2820.55,0.0,0.0,0.0,5641.1,118463.1,132731.76,0.004000000004452886,1.4551915228366852e-11,0.0,0.0,0.0,0.0,0.0,1,0,41,22,1,1,1,63,0,0,7
INV010959,42,51030.56,10,214328.35,1928955.17,18,0.0,0.0,347211.93,0.0,0.0,347211.93,2276167.1,2143283.52,0.001999999978579581,0.0,0.0006000000284984708,0.0,0.0,0.0,0.0006000000284984708,1,0,41,19,1,1,1,53,0,0,6
INV010960,56,21128.11,0,0.0,1183174.16,12,70990.45,70990.45,0.0,0.0,0.0,141980.9,1325155.06,1183174.1600000001,0.0,2.3283064365386963e-10,0.0008000000088941306,0.0,2.3283064365386963e-10,0.0008000000088941306,0.0,1,0,41,18,1,1,1,56,0,0,1
INV010961,24,374.79,10,899.5,8095.46,5,202.39,202.39,0.0,0.0,0.0,404.78,8500.24,8994.960000000001,0.0039999999999054126,9.094947017729282e-13,0.006999999999948159,0.0,0.0,0.006999999999948159,0.0,1,0,54,20,1,1,1,51,0,0,11
INV010962,66,38391.64,0,0.0,2533848.24,12,152030.89,152030.89,0.0,0.0,0.0,304061.78,2837910.02,2533848.2399999998,0.0,4.656612873077393e-10,0.008800000010523945,0.0,4.656612873077393e-10,0.008800000010523945,0.0,1,0,39,15,1,1,1,70,0,0,1
INV010963,84,1987.48,0,0.0,166948.32,28,23372.76,23372.76,0.0,5.0,8347.42,55092.94,222041.26,166948.32,0.0,0.0,0.00960000000486616,7.275957614183426e-12,0.0,0.00960000000486616,0.0,1,0,41,29,1,1,1,47,0,0,7
INV010964,100,17697.32,0,0.0,1769732.0,18,0.0,0.0,318551.76,0.0,0.0,318551.76,2088283.76,1769732.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,37,28,1,1,1,50,0,0,3
INV010965,75,39364.39,0,0.0,2952329.25,12,177139.76,177139.76,0.0,0.0,0.0,354279.52,3306608.77,2952329.25,0.0,0.0,0.010000000009313226,0.0,0.0,0.010000000009313226,0.0,1,0,36,29,1,1,1,54,0,0,9
INV010966,41,2383.19,0,0.0,97710.79,28,13679.51,13679.51,0.0,0.0,0.0,27359.02,125069.81,97710.79000000001,0.0,1.4551915228366852e-11,0.0011999999951513018,0.0,0.0,0.0011999999951513018,0.0,1,0,43,21,1,1,1,52,0,0,11
INV010967,76,1774.72,10,13487.87,121390.85,12,7283.45,7283.45,0.0,0.0,0.0,14566.9,135957.75,134878.72,0.0019999999985884642,0.0,0.002000000002226443,0.0,0.0,0.002000000002226443,0.0,1,0,36,25,1,2,1,64,0,0,1
INV010968,15,2879.28,0,0.0,43189.2,5,1079.73,1079.73,0.0,0.0,0.0,2159.46,45348.66,43189.200000000004,0.0,7.275957614183426e-12,0.0,0.0,7.275957614183426e-12,0.0,0.0,1,0,36,23,1,1,1,65,0,0,5
INV010969,62,39987.87,0,0.0,2479247.94,12,148754.88,148754.88,0.0,0.0,0.0,297509.76,2776757.7,2479247.94,0.0,0.0,0.007199999992735684,0.0,0.0,0.007199999992735684,0.0,1,0,34,23,1,1,1,61,0,0,10
INV010970,69,3169.69,0,0.0,218708.61,28,30619.21,30619.21,0.0,0.0,0.0,61238.42,279947.03,218708.61000000002,0.0,2.9103830456733704e-11,0.009200000000419095,0.0,5.820766091346741e-11,0.009200000000419095,0.0,1,0,32,28,1,1,1,57,0,0,11
INV010971,85,29441.17,10,250249.94,2252249.51,28,315314.93,315314.93,0.0,1.0,22522.5,653152.36,2905401.87,2502499.4499999997,0.004999999946448952,0.0,0.00279999990016222,0.0,4.656612873077393e-10,0.00279999990016222,0.0,1,0,50,19,1,1,1,53,0,0,2
INV010972,9,1114.63,0,0.0,10031.67,28,1404.43,1404.43,0.0,0.0,0.0,2808.86,12840.53,10031.670000000002,0.0,1.8189894035458565e-12,0.007599999999911233,0.0,0.0,0.007599999999911233,0.0,1,0,47,22,1,1,1,54,0,0,12
INV010973,81,541.71,15,6581.78,37296.73,12,2237.8,2237.8,0.0,0.0,0.0,4475.6,41772.33,43878.51,0.003499999999803549,0.0,0.007599999999911233,0.0,0.0,0.007599999999911233,0.0,1,0,35,9,1,2,1,48,0,0,11
INV010974,45,367.35,0,0.0,16530.75,5,0.0,0.0,826.54,0.0,0.0,826.54,17357.29,16530.75,0.0,0.0,0.002499999999940883,0.0,0.0,0.0,0.002499999999940883,1,0,39,17,1,1,1,54,0,0,11
INV010975,75,49326.72,0,0.0,3699504.0,18,0.0,0.0,665910.72,0.0,0.0,665910.72,4365414.72,3699504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,45,23,1,1,2,62,0,0,8
INV010976,35,5948.96,15,31232.04,176981.56,28,24777.42,24777.42,0.0,0.0,0.0,49554.84,226536.4,208213.6,0.0,0.0,0.0031999999991967343,0.0,0.0,0.0031999999991967343,0.0,1,0,38,18,1,1,1,46,0,0,12
INV010977,43,11452.99,0,0.0,492478.57,18,44323.07,44323.07,0.0,1.0,4924.79,93570.93,586049.5,492478.57,0.0,0.0,0.0025999999925261363,0.0,0.0,0.0025999999925261363,0.0,1,0,31,111,2,2,92,151,0,0,10
INV010978,56,46109.76,15,387321.98,2194824.58,28,307275.44,307275.44,0.0,0.0,0.0,614550.88,2809375.46,2582146.56,0.0040000000153668225,0.0,0.0023999999975785613,0.0,0.0,0.0023999999975785613,0.0,1,0,51,23,1,1,1,52,0,0,5
INV010979,9,26220.59,0,0.0,235985.31,5,5899.63,5899.63,0.0,0.0,0.0,11799.26,247784.57,235985.31,0.0,0.0,0.0055000000011204975,0.0,0.0,0.0055000000011204975,0.0,1,0,46,21,1,1,2,49,0,0,6
INV010980,98,1806.87,10,17707.33,159365.93,12,0.0,0.0,19123.91,0.0,0.0,19123.91,178489.84,177073.25999999998,0.004000000004452886,0.0,0.0015999999995983671,0.0,0.0,0.0,0.0015999999995983671,1,0,28,13,1,1,1,53,0,0,11
INV010981,70,2128.85,5,7450.98,141568.52,5,3539.21,3539.21,0.0,0.0,0.0,7078.42,148646.94,149019.5,0.004999999999199645,0.0,0.0059999999994033715,0.0,0.0,0.0059999999994033715,0.0,1,0,35,14,1,1,1,58,0,0,12
INV010982,12,2461.64,0,0.0,29539.68,28,0.0,0.0,8271.11,0.0,0.0,8271.11,37810.79,29539.68,0.0,0.0,0.0003999999989900971,0.0,0.0,0.0,0.0003999999989900971,1,0,45,28,1,2,1,50,0,0,5
INV010983,26,2112.86,5,2746.72,52187.64,18,0.0,0.0,9393.78,0.0,0.0,9393.78,61581.42,54934.36,0.0019999999999527063,0.0,0.004800000000614091,0.0,0.0,0.0,0.004800000000614091,1,0,36,23,1,1,1,67,0,0,7
INV010984,57,16031.51,0,0.0,913796.07,12,54827.76,54827.76,0.0,0.0,0.0,109655.52,1023451.59,913796.0700000001,0.0,1.1641532182693481e-10,0.008399999991524965,0.0,0.0,0.008399999991524965,0.0,1,0,50,30,1,1,1,60,0,0,5
INV010985,24,39817.39,5,47780.87,907836.49,5,22695.91,22695.91,0.0,0.0,0.0,45391.82,953228.31,955617.36,0.0020000000076834112,0.0,0.00450000000273576,0.0,1.1641532182693481e-10,0.00450000000273576,0.0,1,0,32,22,1,1,1,66,0,0,3
INV010986,79,30142.62,10,238126.7,2143140.28,5,53578.51,53578.51,0.0,0.0,0.0,107157.02,2250297.3,2381266.98,0.0020000000076834112,0.0,0.006000000023050234,0.0,0.0,0.006000000023050234,0.0,1,0,31,22,1,1,1,58,0,0,12
INV010987,34,1193.79,0,0.0,40588.86,12,0.0,0.0,4870.66,0.0,0.0,4870.66,45459.52,40588.86,0.0,0.0,0.003200000000106229,0.0,7.275957614183426e-12,0.0,0.003200000000106229,1,0,33,20,1,1,1,58,0,0,8
INV010988,79,7734.03,5,30549.42,580438.95,28,0.0,0.0,162522.91,2.0,11608.78,174131.69,754570.64,610988.37,0.0014999999984866008,0.0,0.0040000000153668225,0.0,1.1641532182693481e-10,0.0,0.0040000000153668225,1,0,38,18,1,2,1,60,0,0,10
INV010989,67,4931.2,0,0.0,330390.4,28,46254.66,46254.66,0.0,0.0,0.0,92509.32,422899.72,330390.39999999997,0.0,5.820766091346741e-11,0.008000000001629815,0.0,5.820766091346741e-11,0.008000000001629815,0.0,1,0,43,18,1,1,1,43,0,0,5
INV010990,22,83099.76,0,0.0,1828194.72,12,109691.68,109691.68,0.0,0.0,0.0,219383.36,2047578.08,1828194.72,0.0,0.0,0.006400000012945384,0.0,0.0,0.006400000012945384,0.0,1,0,30,29,1,1,1,56,0,0,9
INV010991,2,24130.25,10,4826.05,43434.45,28,0.0,0.0,12161.65,0.0,0.0,12161.65,55596.1,48260.5,0.0,0.0,0.004000000000814907,0.0,0.0,0.0,0.004000000000814907,1,0,48,30,1,1,1,90,0,0,12
INV010992,39,3087.34,10,12040.63,108365.63,5,0.0,0.0,5418.28,5.0,5418.28,10836.56,119202.19,120406.26000000001,0.003999999998995918,0.0,0.0015000000003055902,0.0,0.0,0.0,0.0015000000003055902,1,0,37,22,1,1,1,60,0,0,4
INV010993,20,1696.83,5,1696.83,32239.77,5,805.99,805.99,0.0,0.0,0.0,1611.98,33851.75,33936.6,0.0,3.637978807091713e-12,0.008500000000140062,0.0,0.0,0.008500000000140062,0.0,1,0,40,22,1,1,1,48,0,0,2
INV010994,63,167.49,0,0.0,10551.87,28,1477.26,1477.26,0.0,0.0,0.0,2954.52,13506.39,10551.87,0.0,0.0,0.003600000000460568,0.0,1.8189894035458565e-12,0.003600000000460568,0.0,1,0,47,18,1,1,1,48,0,0,12
INV010995,8,9832.8,0,0.0,78662.4,5,0.0,0.0,3933.12,0.0,0.0,3933.12,82595.52,78662.4,0.0,0.0,0.0,0.0,1.4551915228366852e-11,0.0,0.0,1,0,41,20,2,2,1,63,0,0,7
INV010996,68,1572.91,0,0.0,106957.88,5,2673.95,2673.95,0.0,0.0,0.0,5347.9,112305.78,106957.88,0.0,0.0,0.0059999999994033715,0.0,0.0,0.0059999999994033715,0.0,1,0,31,21,1,1,1,58,0,0,6
INV010997,20,1611.23,5,1611.23,30613.37,18,2755.2,2755.2,0.0,0.0,0.0,5510.4,36123.77,32224.6,0.0,0.0,0.006600000000617001,0.0,0.0,0.006600000000617001,0.0,1,0,43,27,1,1,2,50,0,0,12
INV010998,40,21815.88,5,43631.76,829003.44,5,0.0,0.0,41450.17,0.0,0.0,41450.17,870453.61,872635.2000000001,0.0,1.1641532182693481e-10,0.0020000000004074536,0.0,0.0,0.0,0.0020000000004074536,1,0,53,21,2,2,1,58,0,0,9
INV010999,5,828.88,5,207.22,3937.18,5,0.0,0.0,196.86,0.0,0.0,196.86,4134.04,4144.4,0.0,0.0,0.0010000000000331966,0.0,0.0,0.0,0.0010000000000331966,1,0,44,28,1,1,1,53,0,0,9
INV011000,55,1644.5,15,13567.12,76880.38,28,10763.25,10763.25,0.0,0.0,0.0,21526.5,98406.88,90447.5,0.004999999999199645,0.0,0.006400000002031447,0.0,0.0,0.006400000002031447,0.0,1,0,36,24,1,2,1,39,0,0,4
INV011001,38,39772.75,0,0.0,1511364.5,5,0.0,0.0,75568.23,0.0,0.0,75568.23,1586932.73,1511364.5,0.0,0.0,0.004999999990104698,0.0,0.0,0.0,0.004999999990104698,1,0,44,22,1,1,1,48,0,0,9
INV011002,27,40273.34,95,1033011.17,54369.01,12,3262.14,3262.14,0.0,0.0,0.0,6524.28,60893.29,1087380.18,0.0009999999310821295,1.0913936421275139e-10,0.00120000000060827,0.0,0.0,0.00120000000060827,0.0,1,0,37,18,1,1,1,60,0,0,1
INV011003,48,361.88,0,0.0,17370.24,12,1042.21,1042.21,0.0,0.0,0.0,2084.42,19454.66,17370.239999999998,0.0,3.637978807091713e-12,0.008800000000064756,0.0,3.637978807091713e-12,0.008800000000064756,0.0,1,0,44,16,1,1,1,63,0,0,12
INV011004,38,401.36,0,0.0,15251.68,12,915.1,915.1,0.0,0.0,0.0,1830.2,17081.88,15251.68,0.0,0.0,0.0016000000000531145,0.0,0.0,0.0016000000000531145,0.0,1,0,47,21,1,1,1,55,0,0,7
INV011005,11,2446.61,0,0.0,26912.71,5,672.82,672.82,0.0,0.0,0.0,1345.64,28258.35,26912.710000000003,0.0,3.637978807091713e-12,0.00450000000023465,0.0,0.0,0.00450000000023465,0.0,1,0,44,22,1,1,1,50,0,0,1
INV011006,3,1513.93,0,0.0,4541.79,5,113.54,113.54,0.0,0.0,0.0,227.08,4768.87,4541.79,0.0,0.0,0.009500000000002728,0.0,0.0,0.009500000000002728,0.0,1,0,45,17,1,1,1,53,0,0,2
INV011007,7,1700.7,15,1785.73,10119.17,5,252.98,252.98,0.0,0.0,0.0,505.96,10625.13,11904.9,0.004999999999881766,0.0,0.0015000000000213731,0.0,0.0,0.0015000000000213731,0.0,1,0,44,16,1,1,1,53,0,0,2
INV011008,65,18450.09,15,179888.38,1019367.47,18,91743.07,91743.07,0.0,0.0,0.0,183486.14,1202853.61,1199255.85,0.0025000000023283064,1.1641532182693481e-10,0.004599999985657632,0.0,2.3283064365386963e-10,0.004599999985657632,0.0,1,0,40,19,1,1,1,55,0,0,11
INV011009,93,2360.75,15,32932.46,186617.29,18,16795.56,16795.56,0.0,0.0,0.0,33591.12,220208.41,219549.75,0.0025000000023283064,0.0,0.007799999999406282,0.0,0.0,0.007799999999406282,0.0,1,0,51,17,1,1,1,65,0,0,2
INV011010,58,1755.74,0,0.0,101832.92,18,9164.96,9164.96,0.0,0.0,0.0,18329.92,120162.84,101832.92,0.0,0.0,0.005600000004051253,0.0,0.0,0.005600000004051253,0.0,1,0,42,20,1,1,1,49,0,0,5
INV011011,18,1284.61,0,0.0,23122.98,28,0.0,0.0,6474.43,0.0,0.0,6474.43,29597.41,23122.98,0.0,0.0,0.00439999999889551,0.0,0.0,0.0,0.00439999999889551,1,0,40,18,1,1,1,54,0,0,11
INV011012,15,1144.89,5,858.67,16314.68,12,978.88,978.88,0.0,0.0,0.0,1957.76,18272.44,17173.350000000002,0.002499999999827196,1.8189894035458565e-12,0.0016000000000531145,0.0,0.0,0.0016000000000531145,0.0,1,0,38,20,1,3,1,61,0,0,5
INV011013,90,48357.24,15,652822.74,3699328.86,12,221959.73,221959.73,0.0,0.0,0.0,443919.46,4143248.32,4352151.6,1.1641532182693481e-10,4.656612873077393e-10,0.0031999999773688614,0.0,0.0,0.0031999999773688614,0.0,1,0,47,14,1,1,1,44,0,0,3
INV011014,38,696.93,15,3972.5,22510.84,5,562.77,562.77,0.0,0.0,0.0,1125.54,23636.38,26483.339999999997,0.0009999999997489795,3.637978807091713e-12,0.0019999999999527063,0.0,0.0,0.0019999999999527063,0.0,1,0,39,21,1,1,1,59,0,0,2
INV011015,76,1023.42,0,0.0,77779.92,12,4666.8,4666.8,0.0,0.0,0.0,9333.6,87113.52,77779.92,0.0,0.0,0.009599999999409192,0.0,0.0,0.009599999999409192,0.0,1,0,37,21,1,2,1,47,0,0,12
INV011016,15,70922.92,10,106384.38,957459.42,5,23936.49,23936.49,0.0,0.0,0.0,47872.98,1005332.4,1063843.8,0.0,0.0,0.008999999998195563,0.0,0.0,0.008999999998195563,0.0,1,0,28,17,1,1,1,49,0,0,8
INV011017,30,54784.33,10,164352.99,1479176.91,28,207084.77,207084.77,0.0,0.0,0.0,414169.54,1893346.45,1643529.9000000001,2.9103830456733704e-11,2.3283064365386963e-10,0.005200000014156103,0.0,0.0,0.005200000014156103,0.0,1,0,33,20,1,1,1,59,0,0,6
INV011018,49,1816.34,0,0.0,89000.66,18,8010.06,8010.06,0.0,0.0,0.0,16020.12,105020.78,89000.65999999999,0.0,1.4551915228366852e-11,0.0011999999987892807,0.0,0.0,0.0011999999987892807,0.0,1,0,39,18,1,1,2,67,0,0,7
INV011019,84,12786.38,5,53702.8,1020353.12,12,0.0,0.0,122442.37,0.0,0.0,122442.37,1142795.49,1074055.92,0.004000000008090865,1.1641532182693481e-10,0.0044000000052619725,0.0,0.0,0.0,0.0044000000052619725,1,0,50,27,1,1,1,38,0,0,3
INV011020,81,39295.7,10,318295.17,2864656.53,12,171879.39,171879.39,0.0,0.0,0.0,343758.78,3208415.31,3182951.6999999997,0.0,0.0,0.003599999938160181,0.0,4.656612873077393e-10,0.003599999938160181,0.0,1,0,32,20,1,1,1,51,0,0,5
INV011021,46,765.27,15,5280.36,29922.06,5,748.05,748.05,0.0,0.0,0.0,1496.1,31418.16,35202.42,0.0029999999997016857,3.637978807091713e-12,0.003000000000156433,0.0,0.0,0.003000000000156433,0.0,1,0,32,19,1,1,1,65,0,0,4
INV011022,27,366.15,0,0.0,9886.05,28,1384.05,1384.05,0.0,0.0,0.0,2768.1,12654.15,9886.05,0.0,0.0,0.006000000000312866,0.0,0.0,0.006000000000312866,0.0,1,0,29,10,1,1,1,47,0,0,5
INV011023,51,8288.8,0,0.0,422728.8,12,25363.73,25363.73,0.0,2.0,8454.58,59182.04,481910.84,422728.8,0.0,0.0,0.004000000000814907,0.0,5.820766091346741e-11,0.004000000000814907,0.0,1,0,46,16,1,1,1,72,0,0,7
