invoice_no,actual_anomaly,anomaly_type
INV007183,0,Normal
INV007184,0,Normal
INV007185,0,Normal
INV007186,0,Normal
INV007187,0,Normal
INV007189,0,Normal
INV007191,0,Normal
INV007193,0,Normal
INV007194,0,Normal
INV007195,0,Normal
INV007196,0,Normal
INV007197,0,Normal
INV007198,0,Normal
INV007199,0,Normal
INV007200,0,Normal
INV007201,0,Normal
INV007202,0,Normal
INV007203,0,Normal
INV007204,0,Normal
INV007205,0,Normal
INV007206,0,Normal
INV007207,0,Normal
INV007208,0,Normal
INV007209,0,Normal
INV007210,0,Normal
INV007211,0,Normal
INV007212,0,Normal
INV007213,0,Normal
INV007214,0,Normal
INV007215,0,Normal
INV007216,0,Normal
INV007217,0,Normal
INV007218,0,Normal
INV007219,0,Normal
INV007220,0,Normal
INV007222,0,Normal
INV007223,0,Normal
INV007224,0,Normal
INV007225,0,Normal
INV007226,0,Normal
INV007227,0,Normal
INV007228,0,Normal
INV007229,0,Normal
INV007231,0,Normal
INV007232,0,Normal
INV007233,0,Normal
INV007234,0,Normal
INV007235,0,Normal
INV007237,0,Normal
INV007238,0,Normal
INV007239,0,Normal
INV007240,0,Normal
INV007241,0,Normal
INV007242,0,Normal
INV007243,0,Normal
INV007244,0,Normal
INV007245,0,Normal
INV007246,0,Normal
INV007247,0,Normal
INV007248,0,Normal
INV007249,0,Normal
INV007250,0,Normal
INV007251,0,Normal
INV007252,0,Normal
INV007253,0,Normal
INV007254,0,Normal
INV007255,0,Normal
INV007256,0,Normal
INV007257,0,Normal
INV007258,0,Normal
INV007259,0,Normal
INV007260,0,Normal
INV007262,0,Normal
INV007263,0,Normal
INV007264,0,Normal
INV007266,0,Normal
INV007267,0,Normal
INV007268,0,Normal
INV007269,0,Normal
INV007271,0,Normal
INV007272,0,Normal
INV007273,0,Normal
INV007274,0,Normal
INV007275,0,Normal
INV007276,0,Normal
INV007277,0,Normal
INV007278,0,Normal
INV007279,0,Normal
INV007280,0,Normal
INV007281,0,Normal
INV007282,0,Normal
INV007283,0,Normal
INV007284,0,Normal
INV007285,0,Normal
INV007286,0,Normal
INV007287,0,Normal
INV007288,0,Normal
INV007289,0,Normal
INV007290,0,Normal
INV007292,0,Normal
INV007294,0,Normal
INV007295,0,Normal
INV007296,0,Normal
INV007297,0,Normal
INV007298,0,Normal
INV007299,0,Normal
INV007300,0,Normal
INV007301,0,Normal
INV007303,0,Normal
INV007305,0,Normal
INV007306,0,Normal
INV007307,0,Normal
INV007308,0,Normal
INV007309,0,Normal
INV007310,0,Normal
INV007311,0,Normal
INV007312,0,Normal
INV007313,0,Normal
INV007314,0,Normal
INV007315,0,Normal
INV007316,0,Normal
INV007317,0,Normal
INV007318,0,Normal
INV007319,0,Normal
INV007320,0,Normal
INV007321,0,Normal
INV007322,0,Normal
INV007323,0,Normal
INV007324,0,Normal
INV007325,0,Normal
INV007326,0,Normal
INV007327,0,Normal
INV007328,0,Normal
INV007329,0,Normal
INV007330,0,Normal
INV007331,0,Normal
INV007332,0,Normal
INV007333,0,Normal
INV007334,0,Normal
INV007335,0,Normal
INV007336,0,Normal
INV007337,0,Normal
INV007338,0,Normal
INV007339,0,Normal
INV007340,0,Normal
INV007341,0,Normal
INV007342,0,Normal
INV007343,0,Normal
INV007344,0,Normal
INV007345,0,Normal
INV007346,0,Normal
INV007347,0,Normal
INV007348,0,Normal
INV007349,0,Normal
INV007350,0,Normal
INV007351,0,Normal
INV007352,0,Normal
INV007353,0,Normal
INV007354,0,Normal
INV007355,0,Normal
INV007356,0,Normal
INV007357,0,Normal
INV007358,0,Normal
INV007359,0,Normal
INV007360,0,Normal
INV007361,0,Normal
INV007362,0,Normal
INV007363,0,Normal
INV007364,0,Normal
INV007365,0,Normal
INV007367,0,Normal
INV007368,0,Normal
INV007371,0,Normal
INV007373,0,Normal
INV007374,0,Normal
INV007375,0,Normal
INV007376,0,Normal
INV007377,0,Normal
INV007378,0,Normal
INV007379,0,Normal
INV007380,0,Normal
INV007381,0,Normal
INV007382,0,Normal
INV007383,0,Normal
INV007384,0,Normal
INV007385,0,Normal
INV007386,0,Normal
INV007387,0,Normal
INV007388,0,Normal
INV007389,0,Normal
INV007390,0,Normal
INV007391,0,Normal
INV007392,0,Normal
INV007393,0,Normal
INV007394,0,Normal
INV007395,0,Normal
INV007396,0,Normal
INV007397,0,Normal
INV007398,0,Normal
INV007399,0,Normal
INV007400,0,Normal
INV007402,0,Normal
INV007403,0,Normal
INV007404,0,Normal
INV007405,0,Normal
INV007406,0,Normal
INV007407,0,Normal
INV007408,0,Normal
INV007409,0,Normal
INV007410,0,Normal
INV007412,0,Normal
INV007413,0,Normal
INV007414,0,Normal
INV007415,0,Normal
INV007416,0,Normal
INV007417,0,Normal
INV007418,0,Normal
INV007419,0,Normal
INV007420,0,Normal
INV007422,0,Normal
INV007423,0,Normal
INV007424,0,Normal
INV007425,0,Normal
INV007426,0,Normal
INV007427,0,Normal
INV007428,0,Normal
INV007430,0,Normal
INV007431,0,Normal
INV007432,0,Normal
INV007433,0,Normal
INV007434,0,Normal
INV007435,0,Normal
INV007436,0,Normal
INV007437,0,Normal
INV007438,0,Normal
INV007439,0,Normal
INV007440,0,Normal
INV007441,0,Normal
INV007442,0,Normal
INV007443,0,Normal
INV007444,0,Normal
INV007445,0,Normal
INV007446,0,Normal
INV007447,0,Normal
INV007448,0,Normal
INV007449,0,Normal
INV007450,0,Normal
INV007451,0,Normal
INV007452,0,Normal
INV007453,0,Normal
INV007454,0,Normal
INV007455,0,Normal
INV007456,0,Normal
INV007457,0,Normal
INV007458,0,Normal
INV007459,0,Normal
INV007460,0,Normal
INV007461,0,Normal
INV007462,0,Normal
INV007463,0,Normal
INV007464,0,Normal
INV007465,0,Normal
INV007466,0,Normal
INV007467,0,Normal
INV007468,0,Normal
INV007469,0,Normal
INV007470,0,Normal
INV007471,0,Normal
INV007472,0,Normal
INV007474,0,Normal
INV007475,0,Normal
INV007476,0,Normal
INV007477,0,Normal
INV007479,0,Normal
INV007480,0,Normal
INV007481,0,Normal
INV007482,0,Normal
INV007483,0,Normal
INV007484,0,Normal
INV007485,0,Normal
INV007486,0,Normal
INV007487,0,Normal
INV007488,0,Normal
INV007489,0,Normal
INV007491,0,Normal
INV007492,0,Normal
INV007493,0,Normal
INV007494,0,Normal
INV007495,0,Normal
INV007496,0,Normal
INV007497,0,Normal
INV007498,0,Normal
INV007501,0,Normal
INV007502,0,Normal
INV007503,0,Normal
INV007504,0,Normal
INV007505,0,Normal
INV007506,0,Normal
INV007507,0,Normal
INV007508,0,Normal
INV007509,0,Normal
INV007511,0,Normal
INV007512,0,Normal
INV007513,0,Normal
INV007514,0,Normal
INV007515,0,Normal
INV007516,0,Normal
INV007517,0,Normal
INV007518,0,Normal
INV007519,0,Normal
INV007520,0,Normal
INV007521,0,Normal
INV007522,0,Normal
INV007523,0,Normal
INV007524,0,Normal
INV007525,0,Normal
INV007526,0,Normal
INV007527,0,Normal
INV007528,0,Normal
INV007529,0,Normal
INV007530,0,Normal
INV007532,0,Normal
INV007534,0,Normal
INV007535,0,Normal
INV007536,0,Normal
INV007537,0,Normal
INV007538,0,Normal
INV007539,0,Normal
INV007541,0,Normal
INV007542,0,Normal
INV007543,0,Normal
INV007544,0,Normal
INV007545,0,Normal
INV007546,0,Normal
INV007547,0,Normal
INV007548,0,Normal
INV007549,0,Normal
INV007550,0,Normal
INV007551,0,Normal
INV007552,0,Normal
INV007553,0,Normal
INV007554,0,Normal
INV007555,0,Normal
INV007556,0,Normal
INV007557,0,Normal
INV007558,0,Normal
INV007559,0,Normal
INV007560,0,Normal
INV007561,0,Normal
INV007562,0,Normal
INV007563,0,Normal
INV007564,0,Normal
INV007565,0,Normal
INV007566,0,Normal
INV007567,0,Normal
INV007568,0,Normal
INV007569,0,Normal
INV007570,0,Normal
INV007571,0,Normal
INV007572,0,Normal
INV007573,0,Normal
INV007574,0,Normal
INV007575,0,Normal
INV007576,0,Normal
INV007577,0,Normal
INV007578,0,Normal
INV007579,0,Normal
INV007580,0,Normal
INV007581,0,Normal
INV007582,0,Normal
INV007583,0,Normal
INV007584,0,Normal
INV007585,0,Normal
INV007586,0,Normal
INV007589,0,Normal
INV007590,0,Normal
INV007591,0,Normal
INV007592,0,Normal
INV007593,0,Normal
INV007594,0,Normal
INV007595,0,Normal
INV007596,0,Normal
INV007597,0,Normal
INV007598,0,Normal
INV007600,0,Normal
INV007601,0,Normal
INV007602,0,Normal
INV007603,0,Normal
INV007604,0,Normal
INV007605,0,Normal
INV007606,0,Normal
INV007607,0,Normal
INV007608,0,Normal
INV007609,0,Normal
INV007610,0,Normal
INV007611,0,Normal
INV007612,0,Normal
INV007613,0,Normal
INV007614,0,Normal
INV007615,0,Normal
INV007616,0,Normal
INV007617,0,Normal
INV007618,0,Normal
INV007619,0,Normal
INV007620,0,Normal
INV007621,0,Normal
INV007622,0,Normal
INV007623,0,Normal
INV007624,0,Normal
INV007625,0,Normal
INV007627,0,Normal
INV007628,0,Normal
INV007629,0,Normal
INV007630,0,Normal
INV007631,0,Normal
INV007632,0,Normal
INV007633,0,Normal
INV007634,0,Normal
INV007635,0,Normal
INV007636,0,Normal
INV007637,0,Normal
INV007638,0,Normal
INV007639,0,Normal
INV007640,0,Normal
INV007641,0,Normal
INV007642,0,Normal
INV007643,0,Normal
INV007644,0,Normal
INV007645,0,Normal
INV007646,0,Normal
INV007648,0,Normal
INV007649,0,Normal
INV007650,0,Normal
INV007651,0,Normal
INV007652,0,Normal
INV007653,0,Normal
INV007655,0,Normal
INV007656,0,Normal
INV007657,0,Normal
INV007658,0,Normal
INV007659,0,Normal
INV007660,0,Normal
INV007661,0,Normal
INV007662,0,Normal
INV007663,0,Normal
INV007664,0,Normal
INV007665,0,Normal
INV007666,0,Normal
INV007668,0,Normal
INV007669,0,Normal
INV007670,0,Normal
INV007671,0,Normal
INV007672,0,Normal
INV007673,0,Normal
INV007674,0,Normal
INV007675,0,Normal
INV007677,0,Normal
INV007678,0,Normal
INV007679,0,Normal
INV007681,0,Normal
INV007682,0,Normal
INV007683,0,Normal
INV007684,0,Normal
INV007685,0,Normal
INV007686,0,Normal
INV007687,0,Normal
INV007688,0,Normal
INV007689,0,Normal
INV007690,0,Normal
INV007691,0,Normal
INV007692,0,Normal
INV007693,0,Normal
INV007694,0,Normal
INV007695,0,Normal
INV007696,0,Normal
INV007699,0,Normal
INV007700,0,Normal
INV007701,0,Normal
INV007702,0,Normal
INV007703,0,Normal
INV007704,0,Normal
INV007705,0,Normal
INV007707,0,Normal
INV007708,0,Normal
INV007709,0,Normal
INV007710,0,Normal
INV007711,0,Normal
INV007712,0,Normal
INV007713,0,Normal
INV007714,0,Normal
INV007715,0,Normal
INV007716,0,Normal
INV007717,0,Normal
INV007718,0,Normal
INV007719,0,Normal
INV007720,0,Normal
INV007721,0,Normal
INV007722,0,Normal
INV007723,0,Normal
INV007724,0,Normal
INV007725,0,Normal
INV007726,0,Normal
INV007727,0,Normal
INV007728,0,Normal
INV007729,0,Normal
INV007730,0,Normal
INV007731,0,Normal
INV007732,0,Normal
INV007733,0,Normal
INV007734,0,Normal
INV007735,0,Normal
INV007736,0,Normal
INV007737,0,Normal
INV007738,0,Normal
INV007739,0,Normal
INV007740,0,Normal
INV007741,0,Normal
INV007742,0,Normal
INV007743,0,Normal
INV007744,0,Normal
INV007745,0,Normal
INV007746,0,Normal
INV007747,0,Normal
INV007748,0,Normal
INV007749,0,Normal
INV007750,0,Normal
INV007751,0,Normal
INV007752,0,Normal
INV007753,0,Normal
INV007754,0,Normal
INV007756,0,Normal
INV007757,0,Normal
INV007758,0,Normal
INV007759,0,Normal
INV007760,0,Normal
INV007761,0,Normal
INV007762,0,Normal
INV007763,0,Normal
INV007764,0,Normal
INV007765,0,Normal
INV007766,0,Normal
INV007767,0,Normal
INV007768,0,Normal
INV007769,0,Normal
INV007770,0,Normal
INV007771,0,Normal
INV007772,0,Normal
INV007773,0,Normal
INV007774,0,Normal
INV007775,0,Normal
INV007776,0,Normal
INV007777,0,Normal
INV007778,0,Normal
INV007779,0,Normal
INV007780,0,Normal
INV007781,0,Normal
INV007782,0,Normal
INV007783,0,Normal
INV007784,0,Normal
INV007785,0,Normal
INV007786,0,Normal
INV007787,0,Normal
INV007788,0,Normal
INV007789,0,Normal
INV007790,0,Normal
INV007791,0,Normal
INV007792,0,Normal
INV007793,0,Normal
INV007794,0,Normal
INV007795,0,Normal
INV007796,0,Normal
INV007797,0,Normal
INV007798,0,Normal
INV007799,0,Normal
INV007800,0,Normal
INV007801,0,Normal
INV007802,0,Normal
INV007803,0,Normal
INV007804,0,Normal
INV007805,0,Normal
INV007807,0,Normal
INV007808,0,Normal
INV007809,0,Normal
INV007810,0,Normal
INV007811,0,Normal
INV007813,0,Normal
INV007814,0,Normal
INV007815,0,Normal
INV007817,0,Normal
INV007818,0,Normal
INV007819,0,Normal
INV007820,0,Normal
INV007821,0,Normal
INV007822,0,Normal
INV007823,0,Normal
INV007824,0,Normal
INV007825,0,Normal
INV007826,0,Normal
INV007827,0,Normal
INV007828,0,Normal
INV007829,0,Normal
INV007830,0,Normal
INV007831,0,Normal
INV007832,0,Normal
INV007833,0,Normal
INV007834,0,Normal
INV007835,0,Normal
INV007836,0,Normal
INV007837,0,Normal
INV007839,0,Normal
INV007840,0,Normal
INV007841,0,Normal
INV007842,0,Normal
INV007843,0,Normal
INV007844,0,Normal
INV007845,0,Normal
INV007846,0,Normal
INV007847,0,Normal
INV007848,0,Normal
INV007849,0,Normal
INV007850,0,Normal
INV007851,0,Normal
INV007852,0,Normal
INV007853,0,Normal
INV007854,0,Normal
INV007855,0,Normal
INV007856,0,Normal
INV007857,0,Normal
INV007858,0,Normal
INV007859,0,Normal
INV007860,0,Normal
INV007861,0,Normal
INV007862,0,Normal
INV007863,0,Normal
INV007864,0,Normal
INV007865,0,Normal
INV007866,0,Normal
INV007867,0,Normal
INV007868,0,Normal
INV007869,0,Normal
INV007870,0,Normal
INV007871,0,Normal
INV007872,0,Normal
INV007873,0,Normal
INV007874,0,Normal
INV007875,0,Normal
INV007876,0,Normal
INV007877,0,Normal
INV007878,0,Normal
INV007879,0,Normal
INV007880,0,Normal
INV007881,0,Normal
INV007882,0,Normal
INV007883,0,Normal
INV007884,0,Normal
INV007885,0,Normal
INV007886,0,Normal
INV007887,0,Normal
INV007888,0,Normal
INV007889,0,Normal
INV007890,0,Normal
INV007892,0,Normal
INV007893,0,Normal
INV007894,0,Normal
INV007895,0,Normal
INV007896,0,Normal
INV007897,0,Normal
INV007898,0,Normal
INV007899,0,Normal
INV007900,0,Normal
INV007901,0,Normal
INV007902,0,Normal
INV007903,0,Normal
INV007904,0,Normal
INV007905,0,Normal
INV007906,0,Normal
INV007907,0,Normal
INV007908,0,Normal
INV007909,0,Normal
INV007910,0,Normal
INV007911,0,Normal
INV007912,0,Normal
INV007913,0,Normal
INV007914,0,Normal
INV007915,0,Normal
INV007916,0,Normal
INV007917,0,Normal
INV007918,0,Normal
INV007919,0,Normal
INV007920,0,Normal
INV007921,0,Normal
INV007922,0,Normal
INV007923,0,Normal
INV007924,0,Normal
INV007925,0,Normal
INV007927,0,Normal
INV007928,0,Normal
INV007929,0,Normal
INV007930,0,Normal
INV007931,0,Normal
INV007932,0,Normal
INV007934,0,Normal
INV007935,0,Normal
INV007936,0,Normal
INV007937,0,Normal
INV007938,0,Normal
INV007939,0,Normal
INV007940,0,Normal
INV007941,0,Normal
INV007942,0,Normal
INV007943,0,Normal
INV007944,0,Normal
INV007945,0,Normal
INV007946,0,Normal
INV007947,0,Normal
INV007948,0,Normal
INV007949,0,Normal
INV007950,0,Normal
INV007951,0,Normal
INV007952,0,Normal
INV007953,0,Normal
INV007954,0,Normal
INV007955,0,Normal
INV007956,0,Normal
INV007957,0,Normal
INV007958,0,Normal
INV007959,0,Normal
INV007960,0,Normal
INV007961,0,Normal
INV007962,0,Normal
INV007963,0,Normal
INV007964,0,Normal
INV007965,0,Normal
INV007966,0,Normal
INV007967,0,Normal
INV007968,0,Normal
INV007969,0,Normal
INV007970,0,Normal
INV007971,0,Normal
INV007972,0,Normal
INV007973,0,Normal
INV007974,0,Normal
INV007975,0,Normal
INV007976,0,Normal
INV007977,0,Normal
INV007978,0,Normal
INV007979,0,Normal
INV007980,0,Normal
INV007981,0,Normal
INV007982,0,Normal
INV007983,0,Normal
INV007984,0,Normal
INV007985,0,Normal
INV007986,0,Normal
INV007987,0,Normal
INV007988,0,Normal
INV007989,0,Normal
INV007990,0,Normal
INV007991,0,Normal
INV007992,0,Normal
INV007993,0,Normal
INV007994,0,Normal
INV007995,0,Normal
INV007996,0,Normal
INV007997,0,Normal
INV007998,0,Normal
INV007999,0,Normal
INV008000,0,Normal
INV008001,0,Normal
INV008005,0,Normal
INV008006,0,Normal
INV008007,0,Normal
INV008008,0,Normal
INV008009,0,Normal
INV008011,0,Normal
INV008012,0,Normal
INV008013,0,Normal
INV008014,0,Normal
INV008015,0,Normal
INV008016,0,Normal
INV008017,0,Normal
INV008018,0,Normal
INV008019,0,Normal
INV008020,0,Normal
INV008021,0,Normal
INV008022,0,Normal
INV008023,0,Normal
INV008024,0,Normal
INV008025,0,Normal
INV008026,0,Normal
INV008027,0,Normal
INV008028,0,Normal
INV008029,0,Normal
INV008030,0,Normal
INV008031,0,Normal
INV008032,0,Normal
INV008033,0,Normal
INV008034,0,Normal
INV008035,0,Normal
INV008036,0,Normal
INV008037,0,Normal
INV008038,0,Normal
INV008039,0,Normal
INV008040,0,Normal
INV008041,0,Normal
INV008043,0,Normal
INV008044,0,Normal
INV008045,0,Normal
INV008046,0,Normal
INV008047,0,Normal
INV008048,0,Normal
INV008049,0,Normal
INV008050,0,Normal
INV008051,0,Normal
INV008052,0,Normal
INV008053,0,Normal
INV008054,0,Normal
INV008055,0,Normal
INV008056,0,Normal
INV008057,0,Normal
INV008058,0,Normal
INV008059,0,Normal
INV008060,0,Normal
INV008061,0,Normal
INV008062,0,Normal
INV008063,0,Normal
INV008064,0,Normal
INV008065,0,Normal
INV008067,0,Normal
INV008069,0,Normal
INV008070,0,Normal
INV008071,0,Normal
INV008072,0,Normal
INV008073,0,Normal
INV008074,0,Normal
INV008075,0,Normal
INV008076,0,Normal
INV008077,0,Normal
INV008078,0,Normal
INV008079,0,Normal
INV008080,0,Normal
INV008081,0,Normal
INV008082,0,Normal
INV008083,0,Normal
INV008084,0,Normal
INV008085,0,Normal
INV008086,0,Normal
INV008087,0,Normal
INV008088,0,Normal
INV008089,0,Normal
INV008090,0,Normal
INV008091,0,Normal
INV008092,0,Normal
INV008093,0,Normal
INV008095,0,Normal
INV008096,0,Normal
INV008097,0,Normal
INV008098,0,Normal
INV008099,0,Normal
INV008101,0,Normal
INV008102,0,Normal
INV008103,0,Normal
INV008104,0,Normal
INV008105,0,Normal
INV008106,0,Normal
INV008107,0,Normal
INV008109,0,Normal
INV008110,0,Normal
INV008111,0,Normal
INV008112,0,Normal
INV008113,0,Normal
INV008114,0,Normal
INV008115,0,Normal
INV008116,0,Normal
INV008117,0,Normal
INV008118,0,Normal
INV008119,0,Normal
INV008120,0,Normal
INV008121,0,Normal
INV008122,0,Normal
INV008123,0,Normal
INV008124,0,Normal
INV008125,0,Normal
INV008126,0,Normal
INV008127,0,Normal
INV008128,0,Normal
INV008129,0,Normal
INV008130,0,Normal
INV008131,0,Normal
INV008132,0,Normal
INV008133,0,Normal
INV008134,0,Normal
INV008136,0,Normal
INV008137,0,Normal
INV008138,0,Normal
INV008139,0,Normal
INV008140,0,Normal
INV008141,0,Normal
INV008142,0,Normal
INV008143,0,Normal
INV008144,0,Normal
INV008145,0,Normal
INV008146,0,Normal
INV008147,0,Normal
INV008148,0,Normal
INV008149,0,Normal
INV008150,0,Normal
INV008151,0,Normal
INV008152,0,Normal
INV008153,0,Normal
INV008154,0,Normal
INV008155,0,Normal
INV008156,0,Normal
INV008157,0,Normal
INV008158,0,Normal
INV008159,0,Normal
INV008160,0,Normal
INV008161,0,Normal
INV008162,0,Normal
INV008163,0,Normal
INV008164,0,Normal
INV008166,0,Normal
INV008167,0,Normal
INV008168,0,Normal
INV008169,0,Normal
INV008170,0,Normal
INV008171,0,Normal
INV008172,0,Normal
INV008173,0,Normal
INV008174,0,Normal
INV008175,0,Normal
INV008176,0,Normal
INV008177,0,Normal
INV008178,0,Normal
INV008179,0,Normal
INV008180,0,Normal
INV008181,0,Normal
INV008182,0,Normal
INV008183,0,Normal
INV008184,0,Normal
INV008185,0,Normal
INV008186,0,Normal
INV008187,0,Normal
INV008188,0,Normal
INV008189,0,Normal
INV008190,0,Normal
INV008191,0,Normal
INV008192,0,Normal
INV008193,0,Normal
INV008194,0,Normal
INV008195,0,Normal
INV008196,0,Normal
INV008197,0,Normal
INV008198,0,Normal
INV008199,0,Normal
INV008200,0,Normal
INV008201,0,Normal
INV008202,0,Normal
INV008203,0,Normal
INV008204,0,Normal
INV008207,0,Normal
INV008208,0,Normal
INV008209,0,Normal
INV008210,0,Normal
INV008211,0,Normal
INV008212,0,Normal
INV008213,0,Normal
INV008215,0,Normal
INV008216,0,Normal
INV008217,0,Normal
INV008218,0,Normal
INV008219,0,Normal
INV008220,0,Normal
INV008221,0,Normal
INV008223,0,Normal
INV008224,0,Normal
INV008226,0,Normal
INV008227,0,Normal
INV008228,0,Normal
INV008229,0,Normal
INV008230,0,Normal
INV008231,0,Normal
INV008232,0,Normal
INV008233,0,Normal
INV008234,0,Normal
INV008236,0,Normal
INV008237,0,Normal
INV008238,0,Normal
INV008239,0,Normal
INV008240,0,Normal
INV008241,0,Normal
INV008242,0,Normal
INV008243,0,Normal
INV008245,0,Normal
INV008246,0,Normal
INV008247,0,Normal
INV008248,0,Normal
INV008249,0,Normal
INV008250,0,Normal
INV008251,0,Normal
INV008252,0,Normal
INV008253,0,Normal
INV008254,0,Normal
INV008255,0,Normal
INV008256,0,Normal
INV008257,0,Normal
INV008258,0,Normal
INV008259,0,Normal
INV008260,0,Normal
INV008261,0,Normal
INV008262,0,Normal
INV008263,0,Normal
INV008264,0,Normal
INV008265,0,Normal
INV008266,0,Normal
INV008267,0,Normal
INV008268,0,Normal
INV008269,0,Normal
INV008270,0,Normal
INV008271,0,Normal
INV008272,0,Normal
INV008273,0,Normal
INV008274,0,Normal
INV008275,0,Normal
INV008276,0,Normal
INV008277,0,Normal
INV008278,0,Normal
INV008279,0,Normal
INV008280,0,Normal
INV008281,0,Normal
INV008282,0,Normal
INV008283,0,Normal
INV008284,0,Normal
INV008285,0,Normal
INV008286,0,Normal
INV008287,0,Normal
INV008288,0,Normal
INV008289,0,Normal
INV008290,0,Normal
INV008291,0,Normal
INV008292,0,Normal
INV008293,0,Normal
INV008294,0,Normal
INV008295,0,Normal
INV008296,0,Normal
INV008297,0,Normal
INV008298,0,Normal
INV008299,0,Normal
INV008300,0,Normal
INV008301,0,Normal
INV008302,0,Normal
INV008303,0,Normal
INV008304,0,Normal
INV008305,0,Normal
INV008306,0,Normal
INV008307,0,Normal
INV008308,0,Normal
INV008309,0,Normal
INV008310,0,Normal
INV008311,0,Normal
INV008312,0,Normal
INV008313,0,Normal
INV008314,0,Normal
INV008315,0,Normal
INV008316,0,Normal
INV008318,0,Normal
INV008319,0,Normal
INV008320,0,Normal
INV008321,0,Normal
INV008322,0,Normal
INV008323,0,Normal
INV008324,0,Normal
INV008325,0,Normal
INV008326,0,Normal
INV008327,0,Normal
INV008328,0,Normal
INV008329,0,Normal
INV008330,0,Normal
INV008331,0,Normal
INV008332,0,Normal
INV008333,0,Normal
INV008334,0,Normal
INV008335,0,Normal
INV008336,0,Normal
INV008338,0,Normal
INV008339,0,Normal
INV008340,0,Normal
INV008341,0,Normal
INV008343,0,Normal
INV008344,0,Normal
INV008345,0,Normal
INV008346,0,Normal
INV008347,0,Normal
INV008348,0,Normal
INV008349,0,Normal
INV008350,0,Normal
INV008352,0,Normal
INV008353,0,Normal
INV008354,0,Normal
INV008355,0,Normal
INV008356,0,Normal
INV008357,0,Normal
INV008358,0,Normal
INV008359,0,Normal
INV008360,0,Normal
INV008361,0,Normal
INV008362,0,Normal
INV008363,0,Normal
INV008364,0,Normal
INV008365,0,Normal
INV008366,0,Normal
INV008367,0,Normal
INV008368,0,Normal
INV008369,0,Normal
INV008370,0,Normal
INV008371,0,Normal
INV008372,0,Normal
INV008373,0,Normal
INV008374,0,Normal
INV008375,0,Normal
INV008376,0,Normal
INV008377,0,Normal
INV008378,0,Normal
INV008379,0,Normal
INV008380,0,Normal
INV008381,0,Normal
INV008382,0,Normal
INV008383,0,Normal
INV008384,0,Normal
INV008385,0,Normal
INV008386,0,Normal
INV008387,0,Normal
INV008388,0,Normal
INV008389,0,Normal
INV008390,0,Normal
INV008391,0,Normal
INV008392,0,Normal
INV008393,0,Normal
INV008394,0,Normal
INV008395,0,Normal
INV008396,0,Normal
INV008397,0,Normal
INV008398,0,Normal
INV008399,0,Normal
INV008400,0,Normal
INV008401,0,Normal
INV008402,0,Normal
INV008403,0,Normal
INV008404,0,Normal
INV008405,0,Normal
INV008406,0,Normal
INV008407,0,Normal
INV008408,0,Normal
INV008409,0,Normal
INV008410,0,Normal
INV008411,0,Normal
INV008412,0,Normal
INV008413,0,Normal
INV008414,0,Normal
INV008416,0,Normal
INV008417,0,Normal
INV008418,0,Normal
INV008419,0,Normal
INV008420,0,Normal
INV008421,0,Normal
INV008422,0,Normal
INV008423,0,Normal
INV008424,0,Normal
INV008425,0,Normal
INV008426,0,Normal
INV008427,0,Normal
INV008428,0,Normal
INV008429,0,Normal
INV008430,0,Normal
INV008431,0,Normal
INV008432,0,Normal
INV008433,0,Normal
INV008434,0,Normal
INV008436,0,Normal
INV008437,0,Normal
INV008438,0,Normal
INV008439,0,Normal
INV008440,0,Normal
INV008441,0,Normal
INV008442,0,Normal
INV008443,0,Normal
INV008444,0,Normal
INV008445,0,Normal
INV008446,0,Normal
INV008447,0,Normal
INV008448,0,Normal
INV008449,0,Normal
INV008450,0,Normal
INV008451,0,Normal
INV008452,0,Normal
INV008454,0,Normal
INV008455,0,Normal
INV008456,0,Normal
INV008457,0,Normal
INV008458,0,Normal
INV008459,0,Normal
INV008460,0,Normal
INV008461,0,Normal
INV008462,0,Normal
INV008463,0,Normal
INV008464,0,Normal
INV008465,0,Normal
INV008466,0,Normal
INV008467,0,Normal
INV008468,0,Normal
INV008469,0,Normal
INV008470,0,Normal
INV008471,0,Normal
INV008472,0,Normal
INV008473,0,Normal
INV008475,0,Normal
INV008476,0,Normal
INV008477,0,Normal
INV008478,0,Normal
INV008479,0,Normal
INV008480,0,Normal
INV008481,0,Normal
INV008482,0,Normal
INV008483,0,Normal
INV008484,0,Normal
INV008485,0,Normal
INV008486,0,Normal
INV008487,0,Normal
INV008488,0,Normal
INV008490,0,Normal
INV008491,0,Normal
INV008492,0,Normal
INV008493,0,Normal
INV008494,0,Normal
INV008495,0,Normal
INV008496,0,Normal
INV008497,0,Normal
INV008498,0,Normal
INV008499,0,Normal
INV008500,0,Normal
INV008502,0,Normal
INV008503,0,Normal
INV008504,0,Normal
INV008505,0,Normal
INV008506,0,Normal
INV008508,0,Normal
INV008509,0,Normal
INV008510,0,Normal
INV008511,0,Normal
INV008512,0,Normal
INV008513,0,Normal
INV008514,0,Normal
INV008515,0,Normal
INV008516,0,Normal
INV008517,0,Normal
INV008518,0,Normal
INV008519,0,Normal
INV008520,0,Normal
INV008521,0,Normal
INV008522,0,Normal
INV008523,0,Normal
INV008524,0,Normal
INV008525,0,Normal
INV008527,0,Normal
INV008528,0,Normal
INV008529,0,Normal
INV008530,0,Normal
INV008531,0,Normal
INV008532,0,Normal
INV008533,0,Normal
