invoice_no,invoice_date,supplier_id,supplier_gstin,buyer_id,buyer_gstin,product_category,hsn_code,quantity,unit_price,discount_percentage,discount_amount,taxable_value,gst_rate,cgst,sgst,igst,cess_rate,cess_amount,total_tax,total_amount,payment_method
INV008851,2025-11-01,S0015,33GRFDY5478G2ZG,B0591,02EORLZ3207F7ZH,Clothing,6109,72,2477.15,15,26753.22,151601.58,28,21224.22,21224.22,0.0,0.0,0.0,42448.44,194050.02,Bank Transfer
INV008852,2025-08-26,S0098,12DNFOR3374O2ZU,B0971,09AIOCF0014O2ZH,Clothing,6109,24,4977.18,15,17917.85,101534.47,12,6092.07,6092.07,0.0,0.0,0.0,12184.14,113718.61,UPI
INV008853,2025-11-23,S0115,03HVSDS4002E9Z7,B0947,32CSCHY5749M8Z8,Industrial Equipment,8419,79,40530.82,0,0.0,3201934.78,18,288174.13,288174.13,0.0,0.0,0.0,576348.26,3778283.04,Bank Transfer
INV008854,2025-07-02,S0179,37REWAF1889J3ZP,B0979,32GEOYU0091O9ZC,Pharmaceuticals,3004,93,9243.95,0,0.0,859687.35,5,21492.18,21492.18,0.0,0.0,0.0,42984.36,902671.71,Cash
INV008855,2025-12-13,S0409,31SPUSL8256E8Z7,B0498,08ICKSR8348F2ZT,Pharmaceuticals,3004,97,6550.85,0,0.0,635432.45,5,15885.81,15885.81,0.0,0.0,0.0,31771.62,667204.07,Cheque
INV008856,2025-01-02,S0028,11ZVWAT3988Z4ZR,B0688,36MXPTD5521B9Z8,Furniture,9403,57,12880.39,15,110127.33,624054.9,28,87367.69,87367.69,0.0,0.0,0.0,174735.38,798790.28,Bank Transfer
INV008857,2025-06-06,S0375,33IEZLJ3933Y7ZU,B0875,37UOIHV1545S4Z0,Stationery,4820,6419,1532.86,0,0.0,9839428.34,5,0.0,0.0,491971.42,0.0,0.0,491971.42,10331399.76,Cheque
INV008858,2025-11-04,S0482,22QHXZT9677O6ZH,B0606,08IQHLF6525H3ZB,Food,2106,61,2164.17,80,105611.5,26402.87,5,0.0,0.0,1320.14,0.0,0.0,1320.14,27723.01,Cheque
INV008859,2025-10-31,S0054,35DBBHY6710J8Z4,B0739,35VCFNZ1574X8ZO,Stationery,4820,91,387.96,0,0.0,35304.36,12,2118.26,2118.26,0.0,0.0,0.0,4236.52,39540.88,Cash
INV008860,2025-04-28,S0089,05DQPSJ5254Z2Z9,B0701,34LCYGM0396F6ZX,Furniture,9403,36,35484.79,0,0.0,1277452.44,5,31936.31,31936.31,0.0,0.0,0.0,63872.62,1341325.06,Cheque
INV008861,2025-11-13,S0397,13TBYZW4342M1ZY,B0155,07FUJNZ2476K6ZV,Furniture,9403,74,32679.67,0,0.0,2418295.58,5,0.0,0.0,120914.78,0.0,0.0,120914.78,2539210.36,Bank Transfer
INV008862,2025-06-17,S0182,23OJEPJ7220I3ZY,B0033,18HMDWP9264N3ZB,Furniture,9403,72,46969.71,5,169090.96,3212728.16,5,0.0,0.0,160636.41,0.0,0.0,160636.41,3373364.57,Cash
INV008863,2025-09-29,S0168,18JPBBU5622K5ZA,B0526,37UQOUD3277P6Z7,Pharmaceuticals,3004,96,7445.99,0,0.0,714815.04,5,17870.38,17870.38,0.0,0.0,0.0,35740.76,750555.8,Credit Card
INV008864,2025-10-22,S0088,20LZBMK6490C6ZJ,B0952,31ABDZM3574J8Z2,Electronics,8504,89,43421.45,10,386450.91,3478058.14,5,86951.45,86951.45,0.0,0.0,0.0,173902.9,3651961.04,Credit Card
INV008865,2025-10-07,S0472,37UUCWT0968D7ZX,B0002,21MKLTR8249N4ZE,Industrial Equipment,8419,94,6208.77,15,87543.66,496080.72,18,0.0,0.0,89294.53,0.0,0.0,89294.53,585375.25,Cheque
INV008866,2025-05-28,S0211,01FCPNL0318W3Z4,B0203,12GMICR6713Z6Z7,Electronics,8504,94,26715.86,10,251129.08,2260161.76,28,316422.65,316422.65,0.0,0.0,0.0,632845.3,2893007.06,UPI
INV008867,2025-05-28,S0435,31ZCSNW7255T2ZP,B0193,04JQIJA8131P4ZF,Stationery,4820,36,238.79,0,0.0,8596.44,12,0.0,0.0,1031.57,0.0,0.0,1031.57,9628.01,Cheque
INV008868,2025-07-01,S0293,09ZATOL5979W3ZI,B0380,12YZFJF5399Q1ZR,Stationery,4820,23,1132.71,10,2605.23,23447.1,12,1406.83,1406.83,0.0,0.0,0.0,2813.66,26260.76,UPI
INV008869,2025-03-08,S0451,15AYVMO9364U2ZX,B0720,19VQTTR7805E9ZX,Pharmaceuticals,3004,32,3108.18,0,0.0,99461.76,28,13924.65,13924.65,0.0,2.0,1989.24,29838.54,129300.3,UPI
INV008870,2025-08-06,S0462,04FURZM1606J4Z1,B0245,14BWYRH6004J8Z0,Stationery,4820,82,1671.78,0,0.0,137085.96,18,12337.74,12337.74,0.0,0.0,0.0,24675.48,161761.44,Credit Card
INV008871,2025-07-16,S0283,26KLVRM4811X1ZK,B0604,37KGZQM1431D6ZD,Stationery,4820,52,997.95,15,7784.01,44109.39,5,0.0,0.0,2205.47,0.0,0.0,2205.47,46314.86,Credit Card
INV008872,2025-04-27,S0209,07QVAYE4949E5ZK,B0786,10TDEWY9471D2ZH,Stationery,4820,73,1427.24,0,0.0,104188.52,18,9376.97,9376.97,0.0,2.0,2083.77,20837.71,125026.23,Credit Card
INV008873,2025-09-21,S0235,03PQQMW4034U9ZP,B0769,27DAJNT1329Q4ZL,Food,2106,92,445.12,0,0.0,40951.04,12,2457.06,2457.06,0.0,0.0,0.0,4914.12,45865.16,Cash
INV008874,2025-05-30,S0102,32MOPRW6939K3Z2,B0089,30YIXDX6001R8ZZ,Electronics,8504,87,34672.72,0,0.0,3016526.64,5,0.0,0.0,150826.33,0.0,0.0,150826.33,3167352.97,Bank Transfer
INV008875,2025-07-06,S0473,30QJEOB7292D8ZN,B0046,28QCNZR6795U9ZF,Electronics,8504,15,23933.08,10,35899.62,323096.58,12,19385.79,19385.79,0.0,0.0,0.0,38771.58,361868.16,Credit Card
INV008876,2025-07-31,S0334,25ZACDY4020B7ZZ,B0278,32BAFVE1255K5Z3,Electronics,8504,68,24180.91,0,0.0,1644301.88,12,98658.11,98658.11,0.0,0.0,0.0,197316.22,1841618.1,Cheque
INV008877,2025-10-08,S0430,26WWBXZ0591J1ZP,B0033,18HMDWP9264N3ZB,Furniture,9403,36,32220.5,15,173990.7,985947.3,5,24648.68,24648.68,0.0,0.0,0.0,49297.36,1035244.66,Cheque
INV008878,2025-01-05,S0453,23MXLEA0923Z9ZT,B0679,15TFCGX4968G2ZV,Pharmaceuticals,3004,50,8210.58,10,41052.9,369476.1,18,33252.85,33252.85,0.0,0.0,0.0,66505.7,435981.8,Cheque
INV008879,2025-07-05,S0309,26LARNQ6757C6Z6,B0876,23DGYTK7975E8ZM,Furniture,9403,77,18377.52,0,0.0,1415069.04,12,84904.14,84904.14,0.0,0.0,0.0,169808.28,1584877.32,Cash
INV008880,2025-02-17,S0474,15IXNKB3458P9Z8,B0279,10WCDXK4624C5Z1,Furniture,9403,17,31915.48,5,27128.16,515435.0,28,72160.9,72160.9,0.0,5.0,25771.75,170093.55,685528.55,Cash
INV008881,2025-08-23,S0332,26TKUMJ5233W7ZI,B0606,08IQHLF6525H3ZB,Stationery,4820,39,1102.75,0,0.0,43007.25,18,0.0,0.0,7741.31,0.0,0.0,7741.31,50748.56,Cheque
INV008882,2025-02-10,S0008,17TLPJZ1478E3Z1,B0405,24BPJLR7022N1Z2,Furniture,9403,51,5228.38,10,26664.74,239982.64,5,0.0,0.0,11999.13,0.0,0.0,11999.13,251981.77,UPI
INV008883,2025-04-05,S0446,06WDRXO9862O2Z3,B0712,11VEFPD2230I1ZS,Electronics,8504,73,34978.48,5,127671.45,2425757.59,12,0.0,0.0,291090.91,0.0,0.0,291090.91,2716848.5,Bank Transfer
INV008884,2025-10-06,S0492,27QYBHQ0167T3Z8,B0837,26DIBAC2909Q5Z8,Pharmaceuticals,3004,98,4616.64,10,45243.07,407187.65,12,0.0,0.0,48862.52,0.0,0.0,48862.52,456050.17,Bank Transfer
INV008885,2025-11-11,S0045,16DROFS7167D3ZT,B0977,25JONXE6638C3ZJ,Furniture,9403,2,41970.29,10,8394.06,75546.52,5,1888.66,1888.66,0.0,0.0,0.0,3777.32,79323.84,Bank Transfer
INV008886,2025-03-10,S0191,35PXCGR1656U7ZV,B0741,02MSOQK9140P4ZZ,Furniture,9403,38,6498.75,0,0.0,246952.5,12,0.0,0.0,29634.3,0.0,0.0,29634.3,276586.8,Cheque
INV008887,2025-02-11,S0161,35DWDZK1987J8Z8,B0201,04JNSZF4040D5ZX,Stationery,4820,35,1257.58,0,0.0,44015.3,5,1100.38,1100.38,0.0,0.0,0.0,2200.76,46216.06,Credit Card
INV008888,2025-09-27,S0235,03PQQMW4034U9ZP,B0924,18DJSZG3929I9ZM,Food,2106,72,440.53,5,1585.91,30132.25,12,1807.93,1807.93,0.0,0.0,0.0,3615.86,33748.11,UPI
INV008889,2025-03-30,S0199,35SQZOM1340L1Z5,B0115,24UIJEG6308Q9ZF,Electronics,8504,2,9493.41,0,0.0,18986.82,12,1139.21,1139.21,0.0,0.0,0.0,2278.42,21265.24,Bank Transfer
INV008890,2025-03-22,S0177,06QWTCJ5001P7ZV,B0782,33JGNYU9780A5ZT,Pharmaceuticals,3004,15,660.83,0,0.0,9912.45,5,247.81,247.81,0.0,0.0,0.0,495.62,10408.07,Cash
INV008891,2025-01-02,S0448,12LMYPE4172U2Z2,B0374,15IAFHX4737I9Z8,Clothing,6109,81,4538.67,0,0.0,367632.27,28,51468.52,51468.52,0.0,0.0,0.0,102937.04,470569.31,Credit Card
INV008892,2025-03-07,S0368,18WPWEN4854Y9ZY,B0618,33NBDBE1885I8ZP,Clothing,6109,100,2814.86,0,0.0,281486.0,12,16889.16,16889.16,0.0,0.0,0.0,33778.32,315264.32,Cheque
INV008893,2025-05-08,S0389,32WNENL9025K8ZZ,B0501,37OWYEQ1238E6ZL,Food,2106,54,278.81,0,0.0,15055.74,5,376.39,376.39,0.0,0.0,0.0,752.78,15808.52,Cash
INV008894,2025-11-15,S0251,12JJEBL2851W2ZF,B0067,21XAHNX7425Z8ZW,Furniture,9403,42,35550.71,5,74656.49,1418473.33,12,85108.4,85108.4,0.0,0.0,0.0,170216.8,1588690.13,Credit Card
INV008895,2025-09-11,S0185,37NREGG1122Z2ZX,B0945,24CZGCT6325V2ZY,Furniture,9403,52,11799.24,5,30678.02,582882.46,28,81603.54,81603.54,0.0,0.0,0.0,163207.08,746089.54,Credit Card
INV008896,2025-04-13,S0400,28HXRXM6051S9ZI,B0200,12EWQDD4211A4ZF,Stationery,4820,43,1929.39,5,4148.19,78815.58,12,0.0,0.0,9457.87,0.0,0.0,9457.87,88273.45,Cash
INV008897,2025-09-27,S0307,35NQFQF6828X7ZE,B0069,36IIQAX5283N9ZH,Food,2106,80,2145.01,0,0.0,171600.8,5,0.0,0.0,8580.04,0.0,0.0,8580.04,180180.84,Credit Card
INV008898,2025-11-22,S0274,01QGSID3518J5Z3,B0795,19ABAJX9574N5ZE,Industrial Equipment,8419,49,92379.13,0,0.0,4526577.37,18,407391.96,407391.96,0.0,0.0,0.0,814783.92,5341361.29,Cash
INV008899,2025-05-02,S0166,21SKHEN2281O1Z9,B0693,08UNHHE5165J8Z7,Pharmaceuticals,3004,74,1722.47,0,0.0,127462.78,28,17844.79,17844.79,0.0,0.0,0.0,35689.58,163152.36,Cheque
INV008900,2025-12-22,S0268,35QMYJH1652P3ZQ,B0640,16UWRFL7008E2Z2,Industrial Equipment,8419,53,53259.54,0,0.0,2822755.62,28,395185.79,395185.79,0.0,2.0,56455.11,846826.69,3669582.31,Credit Card
INV008901,2025-07-21,S0325,33BOBGE9550X5ZF,B0131,09MHEVP1171V1ZR,Clothing,6109,39,1478.8,5,2883.66,54789.54,12,0.0,0.0,6574.74,0.0,0.0,6574.74,61364.28,Credit Card
INV008902,2025-07-18,S0440,32ENAZZ5887N7ZP,B0085,20OLWNU1512N9Z2,Stationery,4820,18802,1402.87,0,0.0,26376761.74,18,2373908.56,2373908.56,0.0,0.0,0.0,4747817.12,31124578.86,Cash
INV008903,2025-02-01,S0297,31PYSRX5840D1ZY,B0077,22UMSPT5444X6ZF,Clothing,6109,39,3988.74,0,0.0,155560.86,12,9333.65,9333.65,0.0,0.0,0.0,18667.3,174228.16,UPI
INV008904,2025-02-18,S0079,19TICZD9879Z9ZX,B0120,32VVIKR4753A1ZI,Industrial Equipment,8419,82,56658.24,0,0.0,4645975.68,12,278758.54,278758.54,0.0,0.0,0.0,557517.08,5203492.76,Bank Transfer
INV008905,2025-03-17,S0025,17NGXBQ8031I3Z2,B0847,35NDQFW8088Z2Z6,Electronics,8504,7,30437.98,0,0.0,213065.86,28,29829.22,29829.22,0.0,0.0,0.0,59658.44,272724.3,Cheque
INV008906,2025-08-14,S0082,03HMCXD4679N3Z0,B0551,36IUSXZ7597T4ZP,Stationery,4820,1,1228.31,10,122.83,1105.48,18,99.49,99.49,0.0,0.0,0.0,198.98,1304.46,Cash
INV008907,2025-01-11,S0051,36TRQMU0263S6Z4,B0895,04QROUF2300Z1ZC,Electronics,8504,31,49395.87,0,0.0,1531271.97,5,38281.8,38281.8,0.0,0.0,0.0,76563.6,1607835.57,Credit Card
INV008908,2025-10-31,S0256,10DPTYY5125L7ZQ,B0835,17UWUWE4703K6ZO,Stationery,4820,91,395.98,5,1801.71,34232.47,5,0.0,0.0,1711.62,0.0,0.0,1711.62,35944.09,Credit Card
INV008909,2025-11-14,S0407,12ZTJAT3887R2ZS,B0740,28WGVGC5594K4Z2,Industrial Equipment,8419,2,64174.16,0,0.0,128348.32,12,0.0,0.0,15401.8,0.0,0.0,15401.8,143750.12,Bank Transfer
INV008910,2025-01-19,S0085,09UFVOP8277T1ZR,B0583,32IASWJ5066L8ZB,Electronics,8504,25,31592.23,0,0.0,789805.75,5,19745.14,19745.14,0.0,0.0,0.0,39490.28,829296.03,Cheque
INV008911,2025-03-24,S0363,13LUNZM6336B9Z7,B0834,35XOUII2780E4ZX,Industrial Equipment,8419,9,33232.21,5,14954.49,284135.4,28,39778.96,39778.96,0.0,0.0,0.0,79557.92,363693.32,Cash
INV008912,2025-01-22,S0207,32IAUTT4630R7ZN,B0023,28FCFHK8056D6Z8,Electronics,8504,75,39796.56,5,149237.1,2835504.9,12,170130.29,170130.29,0.0,0.0,0.0,340260.58,3175765.48,Bank Transfer
INV008913,2025-10-04,S0018,06YWEMF4039I8ZS,B0329,30LSTGY4929I5ZF,Industrial Equipment,8419,56,80330.12,15,674773.01,3823713.71,5,95592.84,95592.84,0.0,0.0,0.0,191185.68,4014899.39,Credit Card
INV008914,2025-05-04,S0294,07KPWNK9972K5Z2,B0781,03WGOPY8555L4ZX,Stationery,4820,26,1628.12,10,4233.11,38098.01,28,5333.72,5333.72,0.0,0.0,0.0,10667.44,48765.45,Bank Transfer
INV008915,2025-09-30,S0323,32UXAWL2521F6ZH,B0414,36ZCTNH7441S3ZW,Industrial Equipment,8419,97,15767.37,10,152943.49,1376491.4,5,34412.29,34412.29,0.0,5.0,68824.57,137649.15,1514140.55,Cheque
INV008916,2025-04-02,S0278,01HRRHP1817D5ZH,B0185,18PXEYK3795T7Z4,Electronics,8504,13,46765.99,0,0.0,607957.87,5,15198.95,15198.95,0.0,0.0,0.0,30397.9,638355.77,Credit Card
INV008917,2025-06-27,S0251,12JJEBL2851W2ZF,B0016,13KGNRO8651P4Z3,Food,2106,98,1771.24,0,0.0,173581.52,12,10414.89,10414.89,0.0,0.0,0.0,20829.78,194411.3,Cheque
INV008918,2025-09-25,S0132,17FYHQP0655F6ZC,B0465,16FERIZ6558Y3ZU,Industrial Equipment,8419,25,37514.41,0,0.0,937860.25,28,0.0,0.0,262600.87,0.0,0.0,262600.87,1200461.12,UPI
INV008919,2025-04-14,S0497,05AMLFA6549B2ZT,B0823,14SCFSX3902R9ZG,Pharmaceuticals,3004,56,1104.65,10,6186.04,55674.36,5,0.0,0.0,2783.72,0.0,0.0,2783.72,58458.08,Credit Card
INV008920,2025-08-05,S0460,10QNKYP0149U5ZW,B0662,15BITTX0798R5Z9,Pharmaceuticals,3004,91,9840.22,15,134319.0,761141.02,28,106559.74,106559.74,0.0,0.0,0.0,213119.48,974260.5,Bank Transfer
INV008921,2025-07-17,S0079,19TICZD9879Z9ZX,B0387,11UFJCS2869G3ZT,Stationery,4820,56,1500.19,5,4200.53,79810.11,5,1995.25,1995.25,0.0,0.0,0.0,3990.5,83800.61,Bank Transfer
INV008922,2025-07-11,S0410,32MEPSZ0061G7Z0,B0957,19KLHIG9973I2ZT,Industrial Equipment,8419,3,18891.35,15,8501.11,48172.94,12,0.0,0.0,8671.13,0.0,0.0,8671.13,56844.07,UPI
INV008923,2025-12-18,S0375,33IEZLJ3933Y7ZU,B0104,04GVOBI9620G8Z3,Electronics,8504,11,45553.76,15,75163.7,425927.66,12,25555.66,25555.66,0.0,0.0,0.0,51111.32,8195811.51,UPI
INV008924,2025-08-04,S0489,36TFUEH6616J7ZL,B0401,27EKNCU3764Z1ZK,Industrial Equipment,8419,87,14934.22,10,129927.71,1169349.43,5,29233.74,29233.74,0.0,0.0,0.0,58467.48,1227816.91,Bank Transfer
INV008925,2025-03-23,S0484,15UTFCW6993P6Z6,B0680,16PCGPT9242F1Z5,Pharmaceuticals,3004,93,7902.29,0,0.0,734912.97,12,44094.78,44094.78,0.0,0.0,0.0,88189.56,823102.53,UPI
INV008926,2025-05-15,S0107,10IPDJZ6359J9ZY,B0582,26APIJH6965V8ZC,Food,2106,27,2973.33,0,0.0,80279.91,28,0.0,0.0,22478.37,0.0,0.0,22478.37,102758.28,Bank Transfer
INV008927,2025-12-28,S0011,13DTOUN0309Z5ZP,B0040,30MVWDC8115I4ZA,Furniture,9403,98,35576.07,0,0.0,3486454.86,28,488103.68,488103.68,0.0,0.0,0.0,976207.36,4462662.22,Bank Transfer
INV008928,2025-04-28,S0175,01NKASN2564F2ZG,B0574,32USTHC3853L9Z8,Stationery,4820,84,1379.79,0,0.0,115902.36,5,2897.56,2897.56,0.0,0.0,0.0,5795.12,121697.48,UPI
INV008929,2025-05-31,S0106,24XKURB6335M5ZQ,B0942,05WCBKU2806H9ZT,Furniture,9403,95,42613.16,5,202412.51,3845837.69,18,346125.39,346125.39,0.0,0.0,0.0,692250.78,4538088.47,Cash
INV008930,2025-01-23,S0441,29SEPVB2804P5Z4,B0399,35BMTPF6733A7ZE,Furniture,9403,21,9159.15,5,9617.11,182725.04,5,4568.13,4568.13,0.0,0.0,0.0,9136.26,191861.3,UPI
INV008931,2025-01-25,S0332,26TKUMJ5233W7ZI,B0501,37OWYEQ1238E6ZL,Food,2106,32,2126.7,0,0.0,68054.4,5,1701.36,1701.36,0.0,0.0,0.0,3402.72,71457.12,Cash
INV008932,2025-03-02,S0399,35KTONQ0233J8ZK,B0454,09OYIIF2342G6ZB,Electronics,8504,52,43760.82,0,0.0,2275562.64,18,204800.64,204800.64,0.0,0.0,0.0,409601.28,2685163.92,UPI
INV008933,2025-06-22,S0037,15EYNBG8486R6Z2,B0459,21BWEAN1405G5ZX,Clothing,6109,97,4914.11,10,47666.87,429001.8,18,38610.16,38610.16,0.0,0.0,0.0,77220.32,506222.12,Cash
INV008934,2025-12-03,S0096,18LLPKF5316S8Z7,B0820,36IKEYP2625A9ZO,Clothing,6109,62,4904.49,0,0.0,304078.38,5,7601.96,7601.96,0.0,0.0,0.0,15203.92,319282.3,UPI
INV008935,2025-05-08,S0480,16DZOLJ2769E6Z2,B0374,15IAFHX4737I9Z8,Pharmaceuticals,3004,91,6071.59,15,82877.2,469637.49,12,28178.25,28178.25,0.0,0.0,0.0,56356.5,525993.99,Cash
INV008936,2025-10-25,S0029,11UCWWF8437H4ZB,B0231,26ETOVV4368F1ZX,Clothing,6109,36,498.37,0,0.0,17941.32,28,2511.78,2511.78,0.0,5.0,897.07,5920.63,23861.95,Cash
INV008937,2025-03-10,S0053,13FMSZN2112F5ZA,B0531,02ZYOXZ8013M3ZH,Furniture,9403,71,49529.08,15,527484.7,2989079.98,18,269017.2,269017.2,0.0,0.0,0.0,538034.4,3527114.38,Cash
INV008938,2025-03-31,S0012,04GOCTV9516R3ZQ,B0604,37KGZQM1431D6ZD,Stationery,4820,39,662.87,5,1292.6,24559.33,18,2210.34,2210.34,0.0,0.0,0.0,4420.68,28980.01,Cheque
INV008939,2025-10-18,S0444,16TPFIR1568A7ZG,B0022,34RPUNM0573S7ZP,Stationery,4820,38,1530.34,15,8722.94,49429.98,12,2965.8,2965.8,0.0,0.0,0.0,5931.6,55361.58,UPI
INV008940,2025-01-15,S0235,03PQQMW4034U9ZP,B0452,26OAVAF4226K9Z3,Industrial Equipment,8419,48,20624.22,5,49498.13,940464.43,18,84641.8,84641.8,0.0,0.0,0.0,169283.6,1109748.03,Credit Card
INV008941,2025-10-27,S0051,36TRQMU0263S6Z4,B0901,23XNDOM0301D9Z1,Clothing,6109,39,4232.1,10,16505.19,148546.71,12,0.0,0.0,17825.61,0.0,0.0,17825.61,166372.32,UPI
INV008942,2025-10-17,S0233,17XBZFQ8088D1Z3,B0678,05CXGWF4906R8ZI,Food,2106,44,144.95,0,0.0,6377.8,18,574.0,574.0,0.0,0.0,0.0,1148.0,7525.8,Bank Transfer
INV008943,2025-10-18,S0243,12JTHEA7587S1ZL,B0305,27VDHDK5066O1ZW,Industrial Equipment,8419,61,57787.29,5,176251.23,3348773.46,28,0.0,0.0,937656.57,0.0,0.0,937656.57,4286430.03,Cash
INV008944,2025-04-20,S0095,14JLEII9581Y1ZF,B0831,14KGZQC5353A1ZB,Furniture,9403,10,15097.95,0,0.0,150979.5,5,3774.49,3774.49,0.0,0.0,0.0,7548.98,158528.48,Cash
INV008945,2025-09-27,S0478,32PSVLH1712P6ZS,B0238,01DWOZU0039F2ZR,Food,2106,45,272.43,10,1225.93,11033.42,5,275.84,275.84,0.0,5.0,551.67,1103.35,12136.77,Credit Card
INV008946,2025-01-24,S0311,35HQHXZ8690R3ZH,B0349,32VAFYO7582D2Z2,Clothing,6109,56,1203.63,15,10110.49,57292.79,12,3437.57,3437.57,0.0,0.0,0.0,6875.14,64167.93,Bank Transfer
INV008947,2025-10-15,S0162,28NVGJH9718N1ZP,B0221,23WHMJG9778E3ZU,Industrial Equipment,8419,54,27920.42,0,0.0,1507702.68,5,37692.57,37692.57,0.0,0.0,0.0,75385.14,1583087.82,Cheque
INV008948,2025-10-27,S0349,22GJOVI4366S9ZL,B0901,23XNDOM0301D9Z1,Pharmaceuticals,3004,44,3364.19,0,0.0,148024.36,28,0.0,0.0,41446.82,0.0,0.0,41446.82,189471.18,Credit Card
INV008949,2025-06-17,S0488,36MOXFV2483S5Z5,B0142,32BFQDF0589H9ZF,Industrial Equipment,8419,52,57699.64,15,450057.19,2550324.09,18,229529.17,229529.17,0.0,2.0,51006.48,510064.82,3060388.91,Credit Card
INV008950,2025-02-16,S0471,12UJMQW0830N5Z8,B0069,36IIQAX5283N9ZH,Food,2106,29,826.71,10,2397.46,21577.13,12,1294.63,1294.63,0.0,0.0,0.0,2589.26,24166.39,Cheque
INV008951,2025-10-18,S0246,25JJVUP7247B5ZB,B0692,31YCUOJ7767L6ZY,Pharmaceuticals,3004,36,3021.8,0,0.0,108784.8,28,0.0,0.0,30459.74,0.0,0.0,30459.74,139244.54,Credit Card
INV008952,2025-03-05,S0230,11LIDJU4480Z5ZC,B0283,08FBAGB1267M7ZG,Industrial Equipment,8419,1,63378.52,0,0.0,63378.52,18,5704.07,5704.07,0.0,5.0,3168.93,14577.07,77955.59,Cash
INV008953,2025-08-19,S0047,08UOBNR0604P2Z1,B0501,37OWYEQ1238E6ZL,Industrial Equipment,8419,55,71973.71,0,0.0,3958554.05,12,380021.19,95005.3,0.0,0.0,0.0,475026.49,4433580.54,Cheque
INV008954,2025-02-28,S0056,06ZDTPU2544S7ZT,B0506,19YLLCA1563Z5ZD,Stationery,4820,61,1302.94,10,7947.93,71531.41,28,0.0,0.0,20028.79,0.0,0.0,20028.79,91560.2,Cheque
INV008955,2025-12-21,S0368,18WPWEN4854Y9ZY,B0404,01IYPFV7402D8Z3,Food,2106,94,1168.66,0,0.0,109854.04,18,9886.86,9886.86,0.0,0.0,0.0,19773.72,129627.76,Bank Transfer
INV008956,2025-09-11,S0191,35PXCGR1656U7ZV,B0552,32OXIWJ1354X5ZE,Food,2106,57,223.23,15,1908.62,10815.49,18,973.39,973.39,0.0,0.0,0.0,1946.78,12762.27,UPI
INV008957,2025-07-22,S0142,08ZPUSR0497Y4ZD,B0655,11DEVNM9608Z7ZG,Clothing,6109,51,3161.18,0,0.0,161220.18,12,0.0,0.0,19346.42,0.0,0.0,19346.42,180566.6,Cheque
INV008958,2025-06-10,S0399,35KTONQ0233J8ZK,B0337,33USYJP6176C4Z6,Stationery,4820,24,715.51,5,858.61,16313.63,5,407.84,407.84,0.0,0.0,0.0,815.68,17129.31,Bank Transfer
INV008959,2025-05-25,S0015,33GRFDY5478G2ZG,B0091,12VVZDJ1077V6ZM,Furniture,9403,78,35502.75,0,0.0,2769214.5,12,166152.87,166152.87,0.0,0.0,0.0,332305.74,3101520.24,Cash
INV008960,2025-03-29,S0148,29RTFVH5217H4ZD,B0887,29HYMTS8459W6ZB,Electronics,8504,6,17858.61,10,10715.17,96436.49,12,5786.19,5786.19,0.0,0.0,0.0,11572.38,108008.87,UPI
INV008961,2025-04-14,S0031,12PZAPI7491S4ZQ,B0050,22ZWEET6815A7ZH,Stationery,4820,30,1919.99,5,2879.99,54719.71,18,4924.77,4924.77,0.0,0.0,0.0,9849.54,64569.25,Credit Card
INV008962,2025-02-09,S0129,32AOJUO6039X8Z7,B0873,01PVXCV0108X6ZO,Stationery,4820,62,930.85,0,0.0,57712.7,28,8079.78,8079.78,0.0,0.0,0.0,16159.56,73872.26,Cash
INV008963,2025-02-08,S0183,10TICAI3211O9Z9,B0574,32USTHC3853L9Z8,Electronics,8504,100,9700.01,10,97000.1,873000.9,28,122220.13,122220.13,0.0,0.0,0.0,244440.26,1117441.16,Cheque
INV008964,2025-12-27,S0347,18UOWFU7404E9Z8,B0196,09KTXEF4624R8ZI,Clothing,6109,3,3535.66,0,0.0,10606.98,18,954.63,954.63,0.0,0.0,0.0,1909.26,12516.24,UPI
INV008965,2025-07-22,S0126,24KQGCT4352I8ZN,B0928,30GVQRB4616V1Z7,Clothing,6109,51,543.06,10,2769.61,24926.45,18,2243.38,2243.38,0.0,0.0,0.0,4486.76,29413.21,Cash
INV008966,2025-07-15,S0305,23LXPQY6399M5Z8,B0819,19VJOSY4251O1ZJ,Pharmaceuticals,3004,31,5013.63,15,23313.38,132109.15,12,7926.55,7926.55,0.0,0.0,0.0,15853.1,147962.25,Bank Transfer
INV008967,2025-04-15,S0277,04PBCVB1412W3ZN,B0286,22AZWET0340H8ZH,Electronics,8504,23,22258.37,0,0.0,511942.51,5,12798.56,12798.56,0.0,0.0,0.0,25597.12,537539.63,Cash
INV008968,2025-06-19,S0064,27BNQML0212W8ZH,B0531,02ZYOXZ8013M3ZH,Stationery,4820,1,1423.65,0,0.0,1423.65,28,199.31,199.31,0.0,0.0,0.0,398.62,1822.27,UPI
INV008969,2025-09-12,S0499,11WUPNB8757J3Z8,B0049,08TMUVB4737Y8ZQ,Electronics,8504,81,9146.55,0,0.0,740870.55,5,18521.76,18521.76,0.0,0.0,0.0,37043.52,777914.07,Cheque
INV008970,2025-01-16,S0299,23VCWTW7527Z5ZD,B0623,16DXXGK7321B4ZJ,Stationery,4820,68,1911.03,0,0.0,129950.04,28,0.0,0.0,36386.01,0.0,0.0,36386.01,166336.05,Bank Transfer
